Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Air Temperature (degC),Relative Humidity (%),Rainfall (mm),Barometric Pressure (hPa),Sulfur Dioxide (ppm),PM10 (ug/m^3),PM2.5 (ug/m^3)
30/10/2015,21:00,51,2.3,17.0,21.1,66.5,0.0,,0.000,4.2,1.0
30/10/2015,22:00,51,2.1,17.6,21.0,65.5,0.0,,0.000,8.1,0.8
30/10/2015,23:00,52,2.0,16.3,21.2,66.1,0.0,,0.000,9.8,1.1
31/10/2015,00:00,60,1.3,24.0,21.1,67.4,0.0,,0.000,9.7,0.2
31/10/2015,01:00,20,0.9,137.9,20.2,74.0,0.0,,0.001,20.8,1.8
31/10/2015,02:00,54,0.5,77.6,19.4,80.8,0.0,,,14.6,1.4
31/10/2015,03:00,51,1.3,17.8,19.9,73.8,0.0,,0.000,,
31/10/2015,04:00,181,1.6,23.2,18.8,80.6,0.0,,0.000,17.4,3.8
31/10/2015,05:00,176,1.3,12.8,18.1,82.5,0.0,,0.000,10.2,4.2
31/10/2015,06:00,102,1.0,46.5,21.1,70.6,0.0,,0.000,11.8,3.2
31/10/2015,07:00,46,2.2,27.6,23.2,57.7,0.0,,0.000,3.5,1.6
31/10/2015,08:00,51,3.1,20.9,23.5,56.3,0.0,,0.000,7.5,2.0
31/10/2015,09:00,59,3.3,26.8,24.2,54.5,0.0,,0.000,7.8,1.2
31/10/2015,10:00,58,3.3,26.6,24.0,54.8,0.0,,0.000,7.9,1.3
31/10/2015,11:00,49,3.2,29.9,24.2,54.2,0.0,,0.000,5.9,0.6
31/10/2015,12:00,63,3.5,21.9,24.1,54.6,0.0,,0.000,4.8,-0.2
31/10/2015,13:00,70,3.6,22.9,24.4,53.5,0.0,,0.000,3.9,0.2
31/10/2015,14:00,66,4.0,21.6,24.1,54.3,0.0,,0.000,1.1,-1.0
31/10/2015,15:00,73,3.6,22.0,23.7,54.7,0.0,,0.000,5.1,0.5
31/10/2015,16:00,62,3.3,20.1,23.2,54.3,0.0,,0.000,1.0,0.1
31/10/2015,17:00,55,3.1,20.7,22.4,57.1,0.0,,0.000,4.1,0.8
31/10/2015,18:00,42,2.3,20.9,21.2,61.4,0.0,,0.000,6.1,1.2
31/10/2015,19:00,45,1.7,22.4,20.9,64.8,0.0,,0.000,13.1,3.0
31/10/2015,20:00,51,1.8,14.7,20.6,69.2,0.0,,0.000,13.8,2.4
31/10/2015,21:00,40,2.0,18.2,20.6,70.6,0.0,,0.000,7.6,1.7
31/10/2015,22:00,40,2.1,18.1,20.8,70.5,0.0,,0.001,10.9,1.5
31/10/2015,23:00,47,2.1,18.0,20.7,71.5,0.0,,0.000,8.1,0.1
01/11/2015,00:00,28,1.4,188.7,20.6,72.5,0.0,,0.001,5.7,-1.0
01/11/2015,01:00,1,0.5,215.0,19.4,76.1,0.0,,0.002,11.2,3.8
01/11/2015,02:00,274,0.4,58.2,18.6,79.0,0.0,,,10.1,4.4
01/11/2015,03:00,216,1.4,15.5,18.2,80.9,0.0,,0.001,19.3,9.7
01/11/2015,04:00,210,1.4,12.3,17.8,82.8,0.0,,0.000,11.6,5.3
01/11/2015,05:00,197,1.7,11.6,17.4,82.7,0.0,,0.000,14.3,8.5
01/11/2015,06:00,203,1.4,13.5,18.8,76.2,0.0,,0.001,16.3,8.5
01/11/2015,07:00,244,0.7,53.4,21.5,65.6,0.0,,0.001,20.6,9.0
01/11/2015,08:00,318,1.6,36.2,23.3,60.6,0.0,,0.002,17.5,6.8
01/11/2015,09:00,350,3.4,25.8,24.8,57.1,0.0,,0.000,10.9,1.1
01/11/2015,10:00,357,3.1,116.4,25.7,54.9,0.0,,0.001,6.4,-0.1
01/11/2015,11:00,353,3.9,120.5,25.8,52.7,0.0,,0.007,2.4,1.1
01/11/2015,12:00,23,3.4,30.2,26.0,50.1,0.0,,0.004,,
01/11/2015,13:00,22,3.5,114.5,26.2,50.7,0.0,,0.005,27.4,3.0
01/11/2015,14:00,32,3.3,30.9,25.4,54.4,0.0,,0.001,15.4,0.9
01/11/2015,15:00,24,3.5,119.7,24.7,56.8,0.0,,0.001,15.5,2.1
01/11/2015,16:00,358,4.7,209.7,23.8,61.3,0.0,,0.010,14.5,3.0
01/11/2015,17:00,20,3.0,27.7,22.9,64.9,0.0,,0.004,16.9,3.7
01/11/2015,18:00,24,2.7,31.3,22.3,70.5,0.0,,0.000,16.4,2.9
01/11/2015,19:00,359,4.1,210.0,22.3,70.7,0.0,,0.011,9.6,3.9
01/11/2015,20:00,355,5.3,15.5,22.2,71.0,0.0,,0.009,14.1,4.6
01/11/2015,21:00,353,4.8,15.7,21.9,73.4,0.0,,0.002,14.9,2.6
01/11/2015,22:00,353,4.6,17.5,21.8,75.4,0.0,,0.003,14.2,2.6
01/11/2015,23:00,338,2.6,22.4,21.5,77.7,0.0,,0.001,9.3,0.9
02/11/2015,00:00,326,2.0,16.4,20.9,79.9,0.0,,0.000,14.1,2.3
02/11/2015,01:00,329,2.2,20.5,21.0,79.0,0.0,,0.000,5.9,0.6
02/11/2015,02:00,326,2.0,17.2,20.5,79.8,0.0,,,5.4,1.0
02/11/2015,03:00,328,2.0,19.2,19.9,80.7,0.0,,0.000,7.6,1.7
02/11/2015,04:00,318,1.1,23.5,19.4,82.1,0.0,,0.000,11.7,3.9
02/11/2015,05:00,335,0.4,124.0,19.4,83.0,0.0,,0.001,24.9,5.3
02/11/2015,06:00,348,2.0,21.6,22.0,72.0,0.0,,0.001,15.5,5.4
02/11/2015,07:00,335,3.3,20.9,23.7,64.7,0.0,,0.000,13.5,3.0
02/11/2015,08:00,337,2.8,25.3,25.3,59.0,0.0,,0.001,12.6,3.4
02/11/2015,09:00,358,3.3,244.9,26.8,56.9,0.0,,0.002,21.5,3.7
02/11/2015,10:00,357,4.1,213.7,27.5,55.4,0.0,,0.004,14.0,1.5
02/11/2015,11:00,46,3.9,25.7,26.9,61.7,0.0,,0.001,26.6,3.7
02/11/2015,12:00,38,4.6,26.6,26.5,63.6,0.0,,0.000,26.8,1.6
02/11/2015,13:00,8,4.1,116.1,27.5,60.6,0.0,,0.003,26.3,3.4
02/11/2015,14:00,4,4.5,208.6,27.2,60.5,0.0,,0.007,25.2,4.6
02/11/2015,15:00,10,4.1,28.3,26.6,63.3,0.0,,0.011,30.2,6.6
02/11/2015,16:00,356,6.3,120.8,25.3,69.6,0.0,,0.021,30.4,8.2
02/11/2015,17:00,354,5.9,15.9,24.1,75.6,0.0,,0.016,27.5,7.0
02/11/2015,18:00,355,6.2,18.4,23.3,79.9,0.0,,0.003,18.7,5.5
02/11/2015,19:00,354,5.2,20.4,23.1,81.4,0.0,,0.002,17.9,4.1
02/11/2015,20:00,354,5.2,18.7,23.0,82.2,0.0,,0.002,19.5,4.3
02/11/2015,21:00,354,5.1,11.4,22.9,84.0,0.0,,0.003,21.1,4.2
02/11/2015,22:00,356,4.6,14.5,22.8,84.0,0.0,,0.003,10.0,2.8
02/11/2015,23:00,350,4.5,13.5,22.5,78.5,0.0,,0.002,,
03/11/2015,00:00,342,3.1,21.0,22.0,79.0,0.0,,0.001,4.3,-0.8
03/11/2015,01:00,314,1.8,28.1,21.2,81.2,0.0,,0.000,8.8,1.4
03/11/2015,02:00,305,1.1,23.1,20.4,83.1,0.0,,,22.4,2.0
03/11/2015,03:00,325,0.5,103.7,19.7,84.3,0.0,,0.001,13.1,3.8
03/11/2015,04:00,261,0.8,45.5,19.3,86.5,0.0,,0.001,26.7,5.0
03/11/2015,05:00,299,0.5,68.6,19.7,85.6,0.0,,0.001,39.8,7.6
03/11/2015,06:00,341,2.2,24.2,22.4,74.3,0.0,,0.001,24.2,7.5
03/11/2015,07:00,325,2.3,28.4,24.5,65.5,0.0,,0.001,,
03/11/2015,08:00,355,2.8,207.3,26.5,58.3,0.0,,0.005,17.5,4.3
03/11/2015,09:00,353,2.9,118.7,27.5,55.8,0.0,,0.009,28.7,9.1
03/11/2015,10:00,359,3.0,168.3,28.2,58.4,0.0,,0.005,28.7,7.1
03/11/2015,11:00,27,2.9,144.7,28.7,60.0,0.0,,0.014,46.1,10.6
03/11/2015,12:00,44,3.5,30.2,27.9,64.6,0.0,,0.001,23.1,2.2
03/11/2015,13:00,36,3.4,29.0,28.6,62.9,0.0,,0.002,31.0,5.2
03/11/2015,14:00,6,3.6,27.2,29.2,60.8,0.0,,0.005,23.2,6.0
03/11/2015,15:00,355,4.9,118.5,28.1,64.9,0.0,,0.013,37.1,10.0
03/11/2015,16:00,354,5.4,119.7,26.2,72.9,0.0,,0.024,31.6,10.2
03/11/2015,17:00,355,5.3,119.3,24.6,79.6,0.0,,0.025,27.9,9.8
03/11/2015,18:00,357,5.6,120.4,24.0,83.7,0.0,,0.009,27.9,7.6
03/11/2015,19:00,358,5.3,120.5,24.0,84.5,0.0,,0.004,24.8,6.6
03/11/2015,20:00,41,2.1,172.4,24.2,84.0,0.0,,0.004,24.0,8.1
03/11/2015,21:00,131,2.6,30.8,22.4,89.3,3.3,,0.001,12.5,3.5
03/11/2015,22:00,81,3.1,36.0,20.4,93.7,6.0,,0.000,9.3,1.3
03/11/2015,23:00,56,4.1,17.4,20.5,92.9,0.0,,0.000,11.8,-1.4
04/11/2015,00:00,352,2.6,206.4,21.6,92.1,0.0,,0.004,20.3,2.3
04/11/2015,01:00,320,1.6,39.8,21.8,90.9,0.0,,0.001,4.9,0.5
04/11/2015,02:00,162,0.7,66.8,20.8,92.4,0.0,,,5.8,0.6
04/11/2015,03:00,12,0.8,118.2,20.5,92.4,0.0,,0.001,7.4,3.3
04/11/2015,04:00,213,1.2,50.0,20.2,92.7,0.0,,0.000,9.2,3.2
04/11/2015,05:00,195,1.4,23.2,20.1,94.2,0.0,,0.001,27.9,9.3
04/11/2015,06:00,168,0.8,35.4,22.4,86.1,0.0,,0.001,22.7,6.5
04/11/2015,07:00,120,0.7,52.5,24.3,77.3,0.0,,0.000,8.5,5.4
04/11/2015,08:00,38,0.9,117.7,24.9,76.3,0.0,,0.003,22.6,8.3
04/11/2015,09:00,55,0.9,109.9,25.8,73.2,0.0,,0.004,33.6,13.7
04/11/2015,10:00,33,1.9,123.4,27.3,68.5,0.0,,0.009,29.0,17.7
04/11/2015,11:00,49,2.9,27.6,27.5,68.5,0.0,,0.007,39.3,15.6
04/11/2015,12:00,37,3.2,31.8,27.5,68.1,0.0,,0.001,14.0,3.1
04/11/2015,13:00,39,3.6,26.6,27.3,67.8,0.0,,0.001,13.1,1.2
04/11/2015,14:00,359,3.7,208.2,27.9,66.9,0.0,,0.002,21.2,2.4
04/11/2015,15:00,356,5.0,168.6,27.1,68.8,0.0,,0.010,15.9,4.7
04/11/2015,16:00,357,3.9,167.3,25.3,76.1,0.0,,0.016,22.2,6.9
04/11/2015,17:00,5,3.7,209.9,24.2,81.4,0.0,,0.013,18.8,5.5
04/11/2015,18:00,28,2.9,28.5,23.7,83.9,0.0,,0.003,15.2,3.5
04/11/2015,19:00,34,2.6,27.4,23.6,85.3,0.0,,0.001,20.1,4.3
04/11/2015,20:00,53,3.0,16.4,23.7,85.7,0.0,,0.001,18.1,3.3
04/11/2015,21:00,61,3.2,15.9,23.8,85.4,0.0,,0.001,15.2,3.2
04/11/2015,22:00,94,2.2,19.6,23.8,85.1,0.0,,0.001,11.3,1.8
04/11/2015,23:00,105,2.5,18.6,23.7,85.6,0.0,,0.000,13.5,0.2
05/11/2015,00:00,82,2.9,22.6,23.3,87.7,0.0,,0.000,10.9,0.5
05/11/2015,01:00,55,3.0,21.4,23.3,86.7,0.0,,0.000,3.8,-1.2
05/11/2015,02:00,27,2.5,28.6,23.0,83.8,0.0,,,,
05/11/2015,03:00,355,3.9,119.7,22.8,84.6,0.0,,0.005,13.7,5.2
05/11/2015,04:00,354,3.4,18.7,22.6,83.4,0.0,,0.001,2.0,0.5
05/11/2015,05:00,352,3.3,14.6,22.8,82.4,0.0,,0.001,8.2,3.4
05/11/2015,06:00,349,3.8,19.1,23.7,77.9,0.0,,0.001,9.4,1.7
05/11/2015,07:00,342,3.5,22.3,24.4,74.3,0.0,,0.000,14.3,2.9
05/11/2015,08:00,346,3.5,19.6,25.4,72.0,0.0,,0.001,22.2,4.3
05/11/2015,09:00,359,3.3,177.3,27.0,65.8,0.0,,0.001,1.7,-0.4
05/11/2015,10:00,7,2.6,117.8,27.4,65.1,0.0,,0.002,21.1,3.6
05/11/2015,11:00,39,2.7,111.5,27.4,67.3,0.0,,0.002,21.4,3.6
05/11/2015,12:00,49,3.3,23.2,27.1,68.2,0.0,,0.000,9.8,0.7
05/11/2015,13:00,43,3.1,26.4,26.9,68.4,0.0,,0.000,11.3,1.0
05/11/2015,14:00,53,2.9,27.9,26.8,69.4,0.0,,0.000,17.5,1.3
05/11/2015,15:00,57,2.9,29.1,26.3,71.9,0.0,,0.000,19.8,3.6
05/11/2015,16:00,67,3.9,20.6,25.5,74.0,0.0,,0.001,8.1,0.9
05/11/2015,17:00,66,3.3,17.6,24.4,77.0,0.0,,0.000,5.6,2.9
05/11/2015,18:00,89,2.8,20.1,24.2,77.8,0.0,,0.001,11.8,5.1
05/11/2015,19:00,103,2.8,20.0,24.3,78.2,0.0,,0.000,10.3,2.6
05/11/2015,20:00,119,1.5,38.3,24.0,80.9,0.4,,0.000,31.2,5.9
05/11/2015,21:00,223,1.9,35.0,22.1,90.6,0.6,,0.000,,
05/11/2015,22:00,297,0.9,61.4,20.6,92.1,0.7,,0.001,,
05/11/2015,23:00,323,2.5,16.5,20.8,93.7,1.1,,0.001,9.2,1.6
06/11/2015,00:00,323,3.5,16.7,20.4,94.2,0.5,,0.001,-0.2,-0.6
06/11/2015,01:00,323,4.3,18.5,20.1,93.5,0.4,,0.001,,
06/11/2015,02:00,321,3.1,108.6,19.9,89.0,0.1,,,1.8,-2.0
06/11/2015,03:00,269,1.9,49.8,20.0,88.4,0.0,,0.002,8.0,5.4
06/11/2015,04:00,108,1.6,25.5,19.7,90.2,0.0,,0.001,9.3,4.0
06/11/2015,05:00,148,1.8,24.3,20.2,88.0,0.0,,0.000,1.7,2.0
06/11/2015,06:00,162,1.7,18.9,21.0,85.6,0.0,,0.000,9.4,3.9
06/11/2015,07:00,93,1.1,47.1,22.3,82.1,0.0,,0.000,13.6,3.7
06/11/2015,08:00,58,2.5,25.2,24.6,74.0,0.0,,0.000,7.6,0.9
06/11/2015,09:00,19,1.3,212.0,26.6,65.8,0.0,,0.006,19.0,3.2
06/11/2015,10:00,72,2.5,17.6,26.0,72.3,0.0,,0.003,28.7,4.6
06/11/2015,11:00,357,2.7,199.6,27.4,68.1,0.0,,0.003,18.2,4.6
06/11/2015,12:00,355,3.4,118.9,27.4,66.0,0.0,,0.010,16.8,5.3
06/11/2015,13:00,352,3.9,19.6,28.1,64.6,0.0,,0.009,28.7,7.2
06/11/2015,14:00,0,3.9,248.4,27.6,68.7,0.0,,0.011,28.6,7.9
06/11/2015,15:00,1,4.5,175.8,27.0,70.1,0.0,,0.017,22.7,8.7
06/11/2015,16:00,2,4.3,168.7,24.9,80.2,0.0,,0.019,28.6,9.6
06/11/2015,17:00,10,3.6,160.5,24.5,82.6,0.0,,0.015,17.9,6.6
06/11/2015,18:00,354,5.1,17.6,24.3,85.6,0.0,,0.009,34.8,8.5
06/11/2015,19:00,359,4.7,214.4,24.3,85.6,0.0,,0.016,12.9,4.7
06/11/2015,20:00,5,3.0,239.2,24.3,85.3,0.0,,0.019,32.8,10.8
06/11/2015,21:00,287,0.9,79.7,24.2,87.2,0.0,,0.003,32.0,7.7
06/11/2015,22:00,132,2.4,43.1,23.9,86.9,0.0,,0.003,11.6,2.7
06/11/2015,23:00,53,2.0,108.5,24.1,87.9,0.0,,0.001,29.8,3.7
07/11/2015,00:00,328,2.4,18.0,23.5,89.8,0.0,,0.002,8.2,2.6
07/11/2015,01:00,236,0.9,61.2,23.2,89.6,0.0,,0.002,19.5,4.3
07/11/2015,02:00,199,1.0,60.8,22.3,91.5,0.0,,,11.0,4.8
07/11/2015,03:00,190,1.9,13.9,21.3,91.1,0.0,,0.001,,
07/11/2015,04:00,92,0.4,56.0,20.3,90.0,0.0,,0.001,,
07/11/2015,05:00,265,0.3,157.7,20.4,90.6,0.0,,0.001,22.9,6.7
07/11/2015,06:00,318,1.0,39.2,23.5,81.5,0.0,,0.002,65.6,13.2
07/11/2015,07:00,331,2.1,26.7,25.7,73.0,0.0,,0.002,15.2,6.1
07/11/2015,08:00,304,2.1,25.9,27.5,61.1,0.0,,0.003,,
07/11/2015,09:00,277,1.5,43.7,29.6,51.5,0.0,,0.001,20.8,4.1
07/11/2015,10:00,213,1.8,46.1,31.0,46.2,0.0,,0.001,12.7,1.7
07/11/2015,11:00,24,2.0,190.3,31.9,50.5,0.0,,0.008,55.4,13.6
07/11/2015,12:00,36,3.2,30.2,30.6,54.5,0.0,,0.002,20.8,3.4
07/11/2015,13:00,37,3.1,28.8,30.8,54.3,0.0,,0.001,8.7,1.9
07/11/2015,14:00,37,3.1,29.8,30.5,54.7,0.0,,0.001,16.0,2.6
07/11/2015,15:00,5,3.6,118.4,28.3,65.7,0.0,,0.007,47.7,12.1
07/11/2015,16:00,359,4.1,209.0,25.9,73.4,0.0,,0.002,60.0,6.4
07/11/2015,17:00,178,2.9,43.6,24.5,75.3,0.4,,0.001,24.2,6.4
07/11/2015,18:00,313,0.3,159.9,23.1,85.8,0.0,,0.001,31.7,9.3
07/11/2015,19:00,116,0.4,80.9,23.3,86.8,0.0,,0.001,22.4,12.0
07/11/2015,20:00,180,1.6,27.9,23.7,85.8,0.0,,0.001,29.0,11.9
07/11/2015,21:00,143,2.6,25.0,23.8,84.8,0.0,,0.001,4.2,3.3
07/11/2015,22:00,144,2.4,28.6,23.8,84.4,0.0,,0.001,15.5,5.0
07/11/2015,23:00,161,2.7,25.9,23.7,84.6,0.0,,0.001,12.3,5.8
08/11/2015,00:00,147,2.2,26.8,23.7,84.9,0.0,,0.000,21.0,5.7
08/11/2015,01:00,163,2.6,22.2,23.7,85.2,0.0,,0.000,14.2,4.7
08/11/2015,02:00,180,1.8,23.2,23.1,85.1,0.0,,,5.9,3.1
08/11/2015,03:00,173,1.8,30.1,22.7,84.7,0.0,,0.000,4.2,4.6
08/11/2015,04:00,156,1.9,25.5,23.0,83.2,0.0,,0.000,21.4,6.7
08/11/2015,05:00,164,2.5,22.8,23.1,83.0,0.0,,0.000,10.6,6.9
08/11/2015,06:00,161,2.6,25.0,23.4,78.8,0.0,,0.000,3.3,3.7
08/11/2015,07:00,140,2.9,29.4,23.8,77.4,0.0,,0.000,17.4,6.6
08/11/2015,08:00,122,2.7,27.3,23.2,79.1,0.0,,0.000,20.1,3.4
08/11/2015,09:00,108,2.7,22.6,23.8,78.4,0.0,,0.000,12.3,3.5
08/11/2015,10:00,86,2.8,23.3,24.3,76.2,0.0,,0.000,13.7,2.4
08/11/2015,11:00,41,2.4,31.2,21.5,87.4,3.2,,0.000,19.5,2.9
08/11/2015,12:00,13,2.4,116.2,22.2,82.9,0.0,,0.001,22.2,1.7
08/11/2015,13:00,28,2.2,33.4,23.8,76.5,0.0,,0.001,12.5,0.7
08/11/2015,14:00,5,1.8,154.6,24.6,71.6,0.0,,0.001,21.6,1.3
08/11/2015,15:00,22,1.4,215.8,24.4,72.6,0.0,,0.001,32.8,3.6
08/11/2015,16:00,349,1.7,105.7,23.3,79.3,0.1,,0.002,16.8,3.5
08/11/2015,17:00,215,0.7,61.6,22.3,84.9,0.0,,0.001,22.3,4.1
08/11/2015,18:00,165,2.1,20.6,21.8,83.7,0.0,,0.001,,
08/11/2015,19:00,171,3.4,16.8,20.7,88.7,0.7,,0.000,4.7,3.6
08/11/2015,20:00,148,2.8,26.2,19.1,92.8,2.3,,0.000,,
08/11/2015,21:00,132,2.8,24.7,19.2,93.6,0.5,,0.000,12.7,2.3
08/11/2015,22:00,164,2.8,20.7,19.3,93.8,1.0,,0.000,5.8,0.7
08/11/2015,23:00,175,3.4,17.3,19.1,93.3,0.1,,0.000,,
09/11/2015,00:00,178,3.5,16.3,19.1,91.4,0.0,,0.000,-0.2,-1.2
09/11/2015,01:00,188,3.1,14.3,19.0,90.5,0.0,,0.000,5.3,0.4
09/11/2015,02:00,190,2.8,13.7,18.8,91.1,0.0,,,5.9,0.1
09/11/2015,03:00,183,2.8,16.7,18.9,90.4,0.0,,0.000,4.8,0.9
09/11/2015,04:00,182,2.5,14.2,18.9,89.4,0.0,,0.000,8.6,2.3
09/11/2015,05:00,187,2.4,12.7,19.0,89.8,0.0,,0.000,11.1,2.3
09/11/2015,06:00,183,2.7,17.7,20.1,86.5,0.0,,0.000,14.8,2.7
09/11/2015,07:00,167,2.6,22.3,21.5,81.9,0.0,,0.000,19.2,4.3
09/11/2015,08:00,174,2.7,21.9,22.1,79.6,0.0,,0.000,19.3,3.8
09/11/2015,09:00,155,2.5,24.3,21.3,85.2,0.3,,0.000,19.6,3.1
09/11/2015,10:00,135,3.2,31.1,22.9,71.4,0.0,,0.000,,
09/11/2015,11:00,135,3.6,29.3,24.3,61.7,0.0,,0.000,3.4,0.3
09/11/2015,12:00,129,3.2,31.5,23.9,61.4,0.0,,0.000,10.8,0.2
09/11/2015,13:00,127,3.5,27.8,24.1,62.4,0.0,,0.000,13.2,-0.6
09/11/2015,14:00,142,3.4,27.2,23.8,62.2,0.0,,0.000,11.5,0.0
09/11/2015,15:00,131,3.4,27.7,23.4,63.8,0.0,,0.000,9.8,0.5
09/11/2015,16:00,129,2.9,30.1,22.8,66.3,0.0,,0.000,9.7,0.7
09/11/2015,17:00,134,2.7,27.5,22.3,68.6,0.0,,0.000,18.7,3.0
09/11/2015,18:00,153,2.4,23.0,21.4,75.2,0.0,,0.000,17.7,3.8
09/11/2015,19:00,157,2.2,25.0,21.0,75.8,0.0,,0.000,9.1,2.0
09/11/2015,20:00,160,1.7,19.3,20.1,79.4,0.0,,0.000,9.9,2.3
09/11/2015,21:00,160,1.5,19.5,19.4,82.7,0.0,,0.000,7.2,1.1
09/11/2015,22:00,178,1.4,18.2,19.3,84.1,0.0,,0.000,6.7,0.0
09/11/2015,23:00,184,1.7,14.2,18.7,85.9,0.0,,0.000,,
10/11/2015,00:00,193,1.7,10.4,17.9,86.8,0.0,,0.000,0.1,-0.6
10/11/2015,01:00,202,2.0,14.5,17.5,87.8,0.0,,0.000,4.1,0.2
10/11/2015,02:00,198,1.9,10.5,17.2,88.0,0.0,,,1.7,0.2
10/11/2015,03:00,206,2.0,13.8,16.7,89.0,0.0,,0.000,3.9,0.7
10/11/2015,04:00,192,1.8,13.6,16.7,88.9,0.0,,0.000,5.9,2.4
10/11/2015,05:00,203,1.7,22.3,17.3,86.7,0.0,,0.001,13.4,3.1
10/11/2015,06:00,199,1.9,23.2,19.5,76.6,0.0,,0.000,11.9,3.7
10/11/2015,07:00,176,1.7,33.7,22.0,67.3,0.0,,0.001,10.1,2.0
10/11/2015,08:00,118,1.4,42.9,23.9,61.3,0.0,,0.000,8.8,1.0
10/11/2015,09:00,73,2.7,26.3,24.4,61.0,0.0,,0.000,18.5,2.4
10/11/2015,10:00,64,2.5,29.8,24.6,63.3,0.0,,0.000,16.6,1.5
10/11/2015,11:00,45,2.6,35.5,25.1,60.8,0.0,,0.000,5.8,-0.4
10/11/2015,12:00,54,3.0,27.1,25.1,59.4,0.0,,0.000,4.7,-0.4
10/11/2015,13:00,60,3.5,23.1,25.2,57.9,0.0,,0.000,-0.4,-1.1
10/11/2015,14:00,66,3.7,22.5,25.1,58.2,0.0,,0.000,10.6,0.2
10/11/2015,15:00,64,3.7,22.5,24.8,59.3,0.0,,0.000,7.2,0.4
10/11/2015,16:00,63,3.6,19.5,24.3,60.8,0.0,,0.000,7.9,1.4
10/11/2015,17:00,69,3.4,19.7,23.4,62.3,0.0,,0.000,0.5,0.7
10/11/2015,18:00,79,2.7,19.0,22.4,66.2,0.0,,0.000,10.5,1.9
10/11/2015,19:00,79,2.4,17.4,21.9,68.9,0.0,,0.000,10.8,3.0
10/11/2015,20:00,79,2.0,20.1,21.6,71.5,0.0,,0.000,6.5,1.3
10/11/2015,21:00,85,2.1,17.6,21.5,71.3,0.0,,0.000,6.9,1.0
10/11/2015,22:00,95,1.8,17.1,21.2,72.1,0.0,,0.000,1.5,0.4
10/11/2015,23:00,121,1.2,28.6,20.6,74.2,0.0,,0.000,6.6,-0.2
11/11/2015,00:00,159,1.1,18.2,19.6,79.7,0.0,,0.000,6.6,0.4
11/11/2015,01:00,168,1.2,12.5,18.7,83.5,0.0,,0.000,4.6,0.3
11/11/2015,02:00,165,1.2,16.0,18.2,85.6,0.0,,,3.8,0.4
11/11/2015,03:00,177,1.6,15.0,18.1,85.6,0.0,,0.000,2.7,1.0
11/11/2015,04:00,186,1.7,9.5,17.3,87.4,0.0,,0.001,6.6,3.5
11/11/2015,05:00,189,1.8,8.4,17.8,86.3,0.0,,0.001,13.1,4.6
11/11/2015,06:00,180,1.8,16.0,20.8,73.9,0.0,,0.000,14.2,5.8
11/11/2015,07:00,143,2.0,30.0,23.5,63.8,0.0,,0.000,12.4,3.8
11/11/2015,08:00,131,2.2,31.4,22.8,65.9,0.0,,0.000,6.5,3.6
11/11/2015,09:00,119,2.2,31.2,23.7,61.5,0.0,,0.000,4.9,-0.9
11/11/2015,10:00,106,4.0,22.8,24.8,56.8,0.0,,0.000,0.8,0.1
11/11/2015,11:00,104,3.8,22.0,24.4,55.0,0.0,,0.000,5.4,-1.4
11/11/2015,12:00,97,4.8,20.2,25.2,52.9,0.0,,0.000,13.9,-0.4
11/11/2015,13:00,102,4.4,22.1,25.7,51.8,0.0,,0.000,6.1,-0.8
11/11/2015,14:00,100,4.5,19.4,25.4,53.6,0.0,,0.000,18.1,1.9
11/11/2015,15:00,107,3.9,23.1,25.2,54.6,0.0,,0.000,15.3,0.2
11/11/2015,16:00,111,3.5,24.0,24.4,58.0,0.0,,0.000,11.2,1.3
11/11/2015,17:00,114,3.0,24.7,23.2,62.9,0.0,,0.000,11.5,2.4
11/11/2015,18:00,114,3.0,27.0,22.4,67.6,0.0,,0.000,12.1,2.5
11/11/2015,19:00,121,2.6,26.1,22.0,69.3,0.0,,0.000,9.8,1.9
11/11/2015,20:00,126,2.3,26.8,21.7,71.2,0.0,,0.000,8.6,0.8
11/11/2015,21:00,148,1.6,25.1,21.2,74.5,0.0,,0.000,10.5,1.4
11/11/2015,22:00,162,1.5,15.4,20.5,77.0,0.0,,0.000,5.3,1.0
11/11/2015,23:00,125,1.9,30.2,21.0,76.4,0.0,,0.000,7.2,-0.1
12/11/2015,00:00,175,1.9,11.7,19.4,80.5,0.0,,0.000,1.4,-0.1
12/11/2015,01:00,185,2.0,8.3,18.6,82.5,0.0,,0.000,1.8,0.3
12/11/2015,02:00,187,2.2,7.3,18.0,84.2,0.0,,,3.7,0.1
12/11/2015,03:00,177,2.1,14.2,18.1,83.9,0.0,,0.001,6.8,1.4
12/11/2015,04:00,183,2.5,12.3,18.4,83.9,0.0,,0.000,9.1,2.3
12/11/2015,05:00,187,2.4,12.9,18.4,84.8,0.0,,0.000,14.3,3.2
12/11/2015,06:00,171,2.6,18.5,21.0,75.3,0.0,,0.000,10.0,4.4
12/11/2015,07:00,159,2.5,25.3,23.1,66.1,0.0,,0.002,55.1,13.4
12/11/2015,08:00,140,2.2,30.2,23.7,64.8,0.0,,0.000,9.1,1.6
12/11/2015,09:00,127,2.8,33.1,24.2,64.8,0.0,,0.000,11.7,1.4
12/11/2015,10:00,92,3.2,27.4,25.0,64.0,0.0,,0.000,3.1,-0.8
12/11/2015,11:00,81,3.6,22.2,24.7,65.7,0.0,,0.000,8.8,0.5
